filename,genre,tempo,chroma_mean,chroma_var,rms_mean,rms_var,cent_mean,cent_var,rolloff_mean,rolloff_var,zcr_mean,zcr_var,bw_mean,bw_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var,mfcc_14_mean,mfcc_14_var,mfcc_15_mean,mfcc_15_var,mfcc_16_mean,mfcc_16_var,mfcc_17_mean,mfcc_17_var,mfcc_18_mean,mfcc_18_var,mfcc_19_mean,mfcc_19_var,mfcc_20_mean,mfcc_20_var
aug_noise_Domination.mp3.wav,metal,[143.5546875],0.4189594,0.08579849,0.19975078,0.004614484,3589.3209652360542,449879.7771409974,6938.908041372388,1072411.513009383,0.19412089722813466,0.007531978842457515,2878.767585377837,43573.04399128316,-28.085493,9623.274,32.498695,388.86343,4.7730055,304.64523,49.28362,291.18948,14.9035015,51.6483,11.205473,43.78635,9.157567,48.551994,13.294818,52.022736,2.2026086,30.09497,-2.3734856,48.36198,0.23101625,34.576378,8.179314,31.291838,-2.901306,22.387827,1.6448909,26.265978,-2.3609664,59.760952,-0.19012806,54.859455,-2.6850142,35.23015,-0.8490438,22.208035,-0.96834487,25.234047,1.9343219,36.415478
aug_noise_dystopia.wav.wav,metal,[117.45383523],0.4137636,0.08591733,0.25807065,0.020095047,2548.867558990594,303350.76499514363,5140.585582248936,1364666.9813188082,0.13427658789667182,0.002802446530128046,2421.637667885291,138491.059557766,-44.122463,17165.385,79.93816,455.35178,-23.281527,230.44519,26.162285,2034.3485,-4.8602643,335.37332,11.540231,200.25435,5.6994033,75.63772,4.7423463,120.4323,1.3786038,48.57726,4.7212086,21.367033,6.0075808,39.843803,6.205562,22.840801,-3.0074704,18.185078,-2.592605,30.620241,-6.041222,20.939245,-0.517891,27.361288,-3.6101468,16.760675,2.6239512,30.068302,0.91196305,25.869017,2.4236689,16.757444
aug_noise_Floods (2016 Remaster).mp3.wav,metal,[117.45383523],0.34662616,0.09535222,0.11048776,0.0017015506,2273.2224204822764,842859.1518179856,4663.330134813999,3246108.895314641,0.09633275082236842,0.0032297730329313703,2268.1252207779607,307934.1460102157,-128.68375,7227.5566,94.46504,1735.2394,-11.198461,596.80945,45.17383,454.01495,1.4868505,240.67448,12.199918,161.8281,3.6348,89.9846,6.164953,112.26441,8.865509,105.200836,-3.3784637,95.988304,-2.3722312,65.552124,-1.155337,75.87694,-6.9550266,53.269173,-6.966771,60.89206,-4.991221,44.31905,0.6261129,50.950115,-7.14412,35.265896,1.3915819,42.6173,-4.1788864,38.739025,-0.539437,38.85119
aug_noise_IN FLAMES - Ropes (Album Track).mp3.wav,metal,[135.99917763],0.41508114,0.0819875,0.24134208,0.009509006,2549.2127350305436,408741.1308075704,4943.2367755901705,1516906.7587781402,0.13256420218169504,0.0043954658999802425,2339.6649135581415,141094.0329838947,-15.883492,7290.7715,79.9802,529.54614,-30.395895,545.31793,32.83886,106.58521,3.3860626,90.57064,4.63496,135.78122,6.161865,46.297596,6.6363935,137.7793,4.5708036,41.344986,1.5852187,97.86545,-0.06497511,38.38837,3.649804,49.651154,-0.77497745,50.73551,2.8115656,27.07076,-4.2727385,61.10303,3.7107296,32.811695,-4.046046,41.02562,0.51212394,25.784546,-1.5668575,27.119736,0.029635148,34.462727
aug_noise_Insomnium - Mortal Share CandlelightPeaceville Records.mp3.wav,metal,[112.34714674],0.57512754,0.062366445,0.0305866,0.00078476674,1440.1777034983559,910474.8301921164,2601.034271901606,4793454.929370179,0.06439568014705882,0.00395206551021228,1917.2728370699488,342545.05427875405,-316.2555,8795.249,153.17331,2042.1444,17.129406,326.08456,-4.140376,305.49097,-5.944503,167.98709,20.809643,116.37755,-3.3797257,129.09152,3.3179445,66.04394,-3.8672366,87.97633,-4.4974613,78.42352,-4.0435677,67.52592,-0.2281855,59.2809,-2.936283,60.592197,-1.0571283,44.890827,-4.5468106,48.514965,-1.1628506,41.90936,-1.5601467,35.593597,-0.19909139,43.042793,-1.7091246,32.6848,0.68489265,30.939365
aug_noise_Iron Maiden - Wasted Years (Official Video).mp3.wav,metal,[143.5546875],0.3166986,0.08845168,0.15896223,0.0044943728,2686.2225099041843,278987.97617779224,5293.6679899138935,893024.2177545851,0.13773121553308823,0.003376458085119518,2500.3055910201306,103093.75039101501,-73.92599,3071.435,70.56081,402.72083,1.7822304,384.8332,61.157772,303.99692,-7.300064,167.33142,3.5405319,77.388145,6.4538093,57.93421,-9.024993,88.587234,-4.164927,42.136333,-1.7973846,55.57994,-0.011245562,27.643147,0.13701051,36.383434,-3.6740155,35.90025,2.2527962,37.879704,-8.926968,47.64074,-0.34446084,47.26372,-6.088463,48.92171,2.358274,49.454292,-5.7770276,46.600708,0.23862147,51.20714
aug_noise_Judas Priest - Painkiller.mp3.wav,metal,[103.359375],0.57548094,0.06044809,0.18989268,0.00090075575,3667.7586559428505,355553.74642777187,6989.66606777888,745232.905871565,0.2028974881482198,0.004211806568484555,2900.7759786458478,46257.81332044711,-20.712605,1660.1896,34.60787,489.84592,16.763819,167.65462,48.580376,88.90467,4.8015347,77.60904,20.959417,86.61555,0.5577189,70.375175,10.095569,51.248344,5.230471,45.79387,8.615054,41.05609,0.2846285,46.037437,6.9836764,26.656975,0.70347273,32.768898,5.744883,33.6931,-0.8851068,28.113998,4.25126,26.5523,-1.7032505,19.37653,4.4174247,21.636467,-0.349916,19.9237,0.72975266,24.674006
aug_noise_Master of Puppets (Remastered).mp3.wav,metal,[143.5546875],0.370449,0.09808105,0.10202924,0.0021414484,2980.0501904915895,597298.7209359318,5709.665474434017,1626006.2699100708,0.14234154290828174,0.006936371638384116,2562.634737054245,89976.71627638956,-131.43668,4503.333,45.90878,444.2204,-5.69809,272.18146,64.15801,221.6792,11.66001,43.637638,11.449939,64.03493,9.373128,46.6714,5.2022333,74.685814,-5.221677,24.13511,-5.0902495,57.971497,0.9999775,24.277391,1.1015472,22.14337,-5.907114,25.378109,-3.7986054,31.101297,-10.544293,42.412914,-5.6837497,24.38972,-11.710279,23.458252,-1.6026691,24.053308,1.2244718,26.28479,-7.695098,29.109312
aug_noise_Raining Blood.mp3.wav,metal,[161.49902344],0.3165062,0.0905274,0.12117099,0.0047358205,2728.7920051459346,409112.7819072819,5773.756753549487,1179404.7989885015,0.12803664074593654,0.004930265365298301,2619.1003664533077,66310.02348658149,-86.59265,2891.861,74.021996,568.85266,-0.5433874,266.8674,33.17794,56.74599,-3.138897,54.119896,4.111786,89.31665,-7.48705,33.296967,11.244985,47.771145,-1.854589,39.824127,3.2970421,38.557594,-5.7174654,27.68778,-0.06815126,26.330635,-13.032695,42.32433,-7.966969,31.55479,-10.085926,23.130434,-2.359115,17.467014,-9.470205,19.539232,-4.0056305,22.588783,-5.6018367,34.399776,-1.593448,29.46612
aug_noise_System Of A Down - Toxicity (Official HD Video).mp3.wav,metal,[123.046875],0.3846607,0.10041235,0.11125919,0.0066573755,2992.5268811324154,358385.84683205344,6336.161686097136,1502698.5028316418,0.13475504305340558,0.0051722274463591655,2824.4069713448434,111971.16059554416,-127.947426,14830.148,60.037067,422.33774,-4.910206,274.76578,25.537245,286.70776,6.9264507,73.197525,9.113613,68.20425,4.6588244,71.249565,5.319747,55.681774,1.1745348,58.018272,1.3167456,39.060024,-0.92061037,29.940233,-0.39874437,83.88939,-7.174842,42.249702,-4.5612,52.36537,-4.3031044,69.44711,-2.4413066,45.692368,-7.861275,32.01801,-3.4606144,110.94279,-1.2995015,58.43895,-3.281391,39.549694
aug_pitch_Death-Pull the Plug (HD).mp3.wav,metal,[73.828125],0.43081096,0.07709523,0.07256075,0.00052777474,3311.018894221778,310691.2847398691,6025.480231412055,1413014.7477234935,0.19734574545278638,0.0026819914881331063,2514.252603540685,176976.72865302878,-122.58709,5920.347,35.25999,296.06186,-13.472075,271.97763,57.68099,565.9572,2.4901345,109.69687,8.864521,91.79659,10.188989,96.3507,8.605967,72.26307,2.6245272,102.838066,3.146255,62.574776,-3.9203289,36.9788,-0.22552858,45.22074,-4.5349665,34.454533,1.7440813,40.120056,-7.2284627,27.954323,-6.5588703,26.498247,-5.945583,30.906902,1.4187102,29.857784,-8.40471,30.209957,-10.370986,30.932577
aug_pitch_Domination.mp3.wav,metal,[143.5546875],0.396101,0.08595882,0.13474004,0.0021550704,3671.7487208837124,477032.43928160716,7027.990836034249,1297678.6756261643,0.20693941382062694,0.0071749051097818985,2882.5460019046836,101586.49123747628,-68.237206,10399.592,29.548103,358.63074,11.94729,463.5593,50.17137,221.84676,9.309221,43.212906,11.910584,47.75271,9.34528,76.50754,10.119265,48.72906,-4.1816287,37.07366,-0.20827973,50.084053,4.443547,32.229588,2.7149339,26.809189,-5.470968,43.352257,1.6746546,56.38234,-4.0880637,75.046776,0.87070024,23.376917,-2.9133754,22.922712,0.9951002,38.704414,-3.042239,28.874743,-5.157109,31.698442
aug_pitch_dystopia.wav.wav,metal,[86.1328125],0.38339925,0.08808628,0.17724338,0.00965204,2308.7451390621113,561909.3676492906,4366.423596833882,2906684.6825222746,0.13631890358939627,0.0016742995684351802,1986.197394310535,572927.7286347171,-93.9391,24948.7,83.0795,1298.54,-23.680998,158.6429,21.968485,2675.9417,-3.5063708,169.26247,15.011187,206.2084,2.0714982,80.00415,5.1968937,117.895294,2.0185506,29.451044,7.9407463,56.454456,3.1921153,28.202997,-2.6605232,50.10616,-7.2242217,26.108868,-3.8018765,29.818916,-4.1924267,26.542503,1.4356037,30.966616,0.5235032,27.401552,4.1033473,34.742725,-0.30316728,37.466026,3.034608,35.35586
aug_pitch_Floods (2016 Remaster).mp3.wav,metal,[117.45383523],0.3356269,0.09600012,0.07393901,0.00095901114,2486.2787248508503,771381.2919896928,5123.235687161377,2756973.446705581,0.11626687064628483,0.004220547145815387,2390.0987096285003,262540.3143250876,-160.28163,6535.062,82.804214,1400.645,-6.027197,533.3975,43.62334,480.71625,-4.4641466,232.5909,15.714495,155.293,-0.1291296,146.95117,10.731457,118.63872,0.46511057,71.31794,-6.112201,80.95805,-3.4838262,73.8077,-5.405942,71.240616,-8.3549595,52.117943,-3.641548,60.697433,-0.19906257,48.63523,-4.361886,45.419376,-2.930644,47.15535,-0.40714464,44.114304,-5.463631,41.65353,-2.4580204,36.25023
aug_pitch_IN FLAMES - Ropes (Album Track).mp3.wav,metal,[143.5546875],0.3701302,0.08399165,0.16753978,0.0047429716,2583.978518915231,135527.60754977915,5094.4858610076435,806113.2363353914,0.13583704709268576,0.0020781545516536885,2345.9102322967938,132750.32311519727,-56.293766,10614.101,72.52791,428.23355,-29.894629,641.21185,36.216187,119.23171,-2.7156453,183.6853,9.128726,88.69524,5.317574,69.34663,7.0927086,100.15396,1.7001426,37.87476,-0.24877042,147.12782,1.2586294,40.050526,1.077221,101.57479,-0.5661442,32.49406,-1.0432031,70.2496,-1.6555346,39.225418,0.49351558,34.29377,-5.4083314,40.61606,1.8007222,34.261703,-5.564918,42.21176,-1.3013958,33.69666
aug_pitch_Insomnium - Mortal Share CandlelightPeaceville Records.mp3.wav,metal,[107.66601562],0.5235232,0.07297295,0.020723255,0.0003789071,1307.2882028556135,553032.3846382243,2414.3604006929663,3306420.682584849,0.061066902089783284,0.002666434735834726,1740.2297896768046,358073.41844246106,-352.36816,10237.063,155.4076,2182.3494,7.858146,294.091,-8.269022,400.83795,1.8434619,166.71173,18.718527,90.1721,-8.762587,166.21983,3.3259444,95.262436,-8.534653,104.99214,-3.6718063,71.98267,-2.3659687,77.216805,-0.9768628,60.30262,-4.163349,63.397602,-2.540332,48.84512,-3.4339104,62.429058,0.5859178,42.16684,-2.206202,46.99904,-0.65136683,31.312355,-1.2005699,33.88545,-0.4120698,38.03002
aug_pitch_Iron Maiden - Wasted Years (Official Video).mp3.wav,metal,[143.5546875],0.27055177,0.08209716,0.113787934,0.0022299597,2792.2028208778474,231635.89334016255,5554.899743614551,624138.7245919984,0.13876824629934212,0.003190905071827766,2553.468298066127,87743.69006047667,-109.01345,2946.3835,65.31995,285.8664,9.894967,332.82843,56.855087,259.71805,-17.398804,192.87152,8.975068,82.562775,-2.1927588,75.822365,-9.242808,67.17396,-1.729612,41.460644,0.2720695,39.387215,0.5533084,44.79318,-3.0072155,41.04197,-2.2752554,45.290398,-5.1726,55.305016,-6.3522005,49.193287,-0.19359113,51.140648,-2.8921661,57.628155,0.53248376,49.847973,-3.7916138,51.4715,5.519309,57.041065
aug_pitch_Judas Priest - Painkiller.mp3.wav,metal,[103.359375],0.54439884,0.06883378,0.12775247,0.00041345187,3847.7902487762744,290912.7703492718,7342.563933853764,574039.2679135067,0.21571298132739938,0.0034537882946510837,3017.1908738439506,38184.41359019386,-57.89085,1651.2775,31.722832,372.8725,25.830114,173.3839,44.618347,68.712265,4.2854633,100.27398,18.948462,64.19759,-0.96141595,63.953133,11.6821165,44.580616,4.144647,41.820362,6.1071267,40.066357,0.8581219,32.19475,6.9380383,35.212788,0.2949802,33.342087,4.1418447,29.310625,-1.4494581,28.539848,3.6168253,17.777645,-1.2530137,20.177107,3.899077,17.683626,-4.0902033,22.426643,2.4914744,24.83011
aug_pitch_Master of Puppets (Remastered).mp3.wav,metal,[143.5546875],0.3497488,0.09742191,0.0676543,0.0009280111,3067.0392356677326,521874.61965498485,5912.814246021188,1439211.7025703986,0.14885813237712847,0.004682031984385395,2535.0899980547683,130720.81788745831,-176.06163,6772.319,44.307407,533.2124,-0.13069573,320.1852,70.20661,279.07623,-0.22658326,78.585815,15.392565,44.351593,2.7127233,63.009106,1.7845957,43.944294,-9.891241,35.680824,0.1536311,44.104736,0.5325571,32.581005,-5.426621,50.963394,-10.164424,41.94091,-8.636775,42.853752,-11.021708,32.086536,-4.0847425,21.59279,-6.3090987,29.138666,4.328482,30.42574,-15.002786,35.95819,-6.8360133,28.720568
aug_pitch_Raining Blood.mp3.wav,metal,[161.49902344],0.30711243,0.09255479,0.08251061,0.00232804,2912.678244440473,429539.14270225185,6173.679335272349,1211318.6653214341,0.14163708760642416,0.0059755618286189485,2736.6821813648767,65263.16973391271,-122.60714,2983.1582,66.809586,529.7219,2.9726162,234.79286,27.2328,70.224495,-6.6294866,78.234,0.72121716,82.66771,-2.7532172,54.562656,10.289695,64.62609,-4.314829,40.81438,-0.8640183,32.317406,-9.166247,24.294437,-7.37337,46.20913,-15.563981,36.03146,-5.2229786,27.57375,-7.6455426,28.214312,-4.725204,25.116522,-10.139745,21.458359,-2.9789426,31.666481,-8.564471,31.801216,-7.4890785,40.63241
aug_pitch_System Of A Down - Toxicity (Official HD Video).mp3.wav,metal,[117.45383523],0.36153382,0.09694899,0.07481269,0.0030344292,2468.6239719073997,621578.8775171527,4890.020430715461,2827898.105904011,0.13230343278347523,0.002963056995896129,2272.9864276092667,350419.7567059195,-191.15413,24352.15,74.636116,808.6153,-16.339226,642.57025,33.133713,134.99149,1.6253141,74.42652,11.540414,89.32709,1.1476877,88.12355,5.9688935,59.14359,-1.3405546,59.927074,-0.20593971,44.676216,-2.7215967,52.69774,-6.4539804,127.86842,-7.7499046,51.965492,-4.015823,112.89106,-4.373197,54.43657,-5.1162443,72.60564,-7.907911,124.89061,1.2483525,35.78423,-10.025342,162.18259,-10.587226,185.16563
aug_speed_Death-Pull the Plug (HD).mp3.wav,metal,[73.828125],0.4706106,0.07565964,0.07472561,0.00048742004,3162.848104489095,336058.9708772672,5875.522804850764,1663742.1020835286,0.17899551627805727,0.002627560992459559,2514.0413290691085,197339.4232146728,-119.20575,5995.384,41.123608,364.88037,-20.441978,291.2693,53.26088,539.0671,11.041798,127.871155,5.397832,85.338905,11.72838,77.10614,11.048662,55.211643,6.074494,72.935394,7.8639507,70.11669,0.23822406,43.698765,0.9821911,46.303356,-4.6154714,44.028313,1.4250664,33.48303,-0.47895613,30.975468,-3.3464692,24.165895,-9.279516,23.58109,-2.239194,30.13704,0.373237,29.773506,-1.5363386,21.220175
aug_speed_Domination.mp3.wav,metal,[129.19921875],0.42041624,0.084230654,0.13305771,0.0022511708,3574.2470213956985,556922.535648571,6901.641600050793,1588474.270202067,0.19874747544988391,0.007791328620737652,2843.838428047058,118856.84670921064,-70.18028,11539.3545,31.081215,466.47495,3.8381333,439.3159,48.518993,252.42407,14.864176,52.692944,11.428587,40.77693,9.415932,52.417328,13.68463,60.537453,1.8469723,28.915194,-1.8772821,60.869255,0.29087093,37.314476,8.005614,34.275223,-2.4744177,24.499243,1.7495444,28.921902,-1.3301404,74.49498,0.5106447,64.791115,-2.4727473,41.41667,-0.4923569,27.427874,-0.81860757,27.838871,1.6840453,41.59902
aug_speed_dystopia.wav.wav,metal,[80.74951172],0.37430796,0.08522818,0.1701808,0.009921286,2111.987041389428,552938.1519316713,3944.301149350571,2737937.968791139,0.12351890540344428,0.0017025178373571241,1858.395383232989,566606.9847176296,-108.50105,26274.086,91.546585,1376.734,-25.07676,146.67825,19.957546,2650.0232,-4.314241,291.13287,11.862553,236.49904,4.283135,109.992065,4.3338304,146.29633,0.45615238,62.52631,6.6216545,21.705978,7.2217584,50.939896,5.4944816,32.79736,-3.8376238,20.572098,-1.2772262,27.944967,-6.4113755,26.965788,-1.3850096,41.434227,-3.9226189,21.550886,2.4919105,29.594587,-0.6422284,31.705307,2.4378715,20.006931
aug_speed_Floods (2016 Remaster).mp3.wav,metal,[129.19921875],0.33072233,0.09853252,0.08257935,0.0007090418,2290.403762153312,788613.624452146,4783.71968932071,3145195.720144937,0.093798828125,0.0031838401293350477,2320.5404781175116,299168.68168305635,-162.4132,6679.723,89.40472,1541.3275,-8.083324,533.28094,46.033283,461.18677,1.103241,223.09756,13.711927,163.86705,3.4635072,84.204216,6.1710696,111.920044,9.150951,102.06974,-2.50713,92.904434,-1.659237,60.616074,-0.9928204,77.00442,-6.192242,52.92313,-6.82541,66.25035,-4.4560447,45.785374,0.99719507,48.53157,-7.439354,37.675648,1.401485,44.82852,-4.8609076,42.06472,-0.9435571,35.12281
aug_speed_IN FLAMES - Ropes (Album Track).mp3.wav,metal,[129.19921875],0.40520433,0.08294926,0.16270638,0.004824615,2393.4407448111124,153791.03196903793,4713.163166813806,989005.1721920081,0.12219842963912539,0.002001473787742057,2260.3976661108213,151033.13155565626,-65.46413,11471.803,82.25675,567.4233,-33.99412,696.1971,34.41098,109.69488,2.3931406,114.85913,5.41533,145.63548,6.1629834,50.518394,6.4445167,160.93742,5.2858768,52.950115,1.6559639,123.58935,0.16325131,42.59866,3.8192189,55.0201,-1.3119303,58.362423,3.8623078,32.05842,-5.297642,86.0698,4.7380476,34.209957,-5.18633,57.799797,1.7731885,28.21029,-1.9324011,29.262903,0.46238524,37.728622
aug_speed_Insomnium - Mortal Share CandlelightPeaceville Records.mp3.wav,metal,[107.66601562],0.5376044,0.07106642,0.020526007,0.00034128124,1194.635272823764,523548.2790904668,2219.859090519773,3120928.0783506017,0.05484694657889585,0.0023871063402078957,1611.020758633678,357882.4789544092,-365.03333,10562.575,163.2502,2119.6743,13.200541,345.62692,-1.6943476,341.30304,-7.643596,198.77843,24.035692,146.0394,-7.258285,171.95418,5.2318025,70.32595,-4.5024014,97.42518,-4.4943385,86.74834,-3.9958696,79.99032,1.2476367,69.99551,-3.2657905,71.66916,-0.33652902,50.41079,-5.343671,49.51663,-1.0222363,44.513844,-1.9750919,41.595097,0.31229934,43.465187,-2.052941,33.294605,1.0227197,32.947807
aug_speed_Iron Maiden - Wasted Years (Official Video).mp3.wav,metal,[143.5546875],0.30802855,0.08755668,0.11153844,0.0025444818,2654.195862182436,248554.35873535022,5256.176549952835,844702.7051296149,0.13323917920375386,0.002826438680108212,2503.507439250899,113439.53990020051,-112.77246,2936.0925,69.424126,351.4241,2.9657898,356.0242,61.305225,319.29678,-6.9659677,145.92963,4.0062394,71.50711,7.114811,51.54789,-9.110026,81.7224,-3.7148333,38.694366,-1.379896,48.742733,0.03762085,31.007496,0.1789726,37.96012,-3.6314318,31.495949,2.345888,37.843998,-9.097675,48.01187,-0.27535617,50.602093,-5.493701,48.832237,3.1658633,51.298798,-5.613489,43.09017,-0.042541787,54.24688
aug_speed_Judas Priest - Painkiller.mp3.wav,metal,[107.66601562],0.5636665,0.0635298,0.12581415,0.00042053964,3660.5690129624545,270226.2804616836,6985.622850104944,597839.7887914969,0.20489714513370647,0.0030716595010962106,2901.905201266613,38733.69480715026,-57.868042,1562.3022,34.08502,403.47195,16.930923,156.82622,48.862118,77.205,4.618612,71.64996,20.81076,76.645065,0.17330232,55.231926,9.39972,44.292656,5.0740237,39.614162,8.567433,35.650425,0.10584999,39.85831,7.1020694,25.813253,0.97678196,31.966784,5.715151,31.47425,-0.9782163,24.039658,4.222807,23.74897,-2.008546,20.936457,4.2845163,22.699696,-0.26403466,18.94476,0.58223164,25.138874
aug_speed_Master of Puppets (Remastered).mp3.wav,metal,[117.45383523],0.36810705,0.09596578,0.069112964,0.001009716,2828.8917419044906,557008.7068734056,5455.15693458351,1636623.0037226614,0.13842732197529561,0.0045740016407168,2383.173741344662,156999.49801317448,-179.38698,6858.2515,53.00381,715.4229,-13.736039,405.11484,73.08203,290.98105,6.95538,43.305103,16.660143,48.346596,6.7250066,46.518078,7.744139,59.74149,-7.3659916,29.940638,-3.1807718,54.621464,-0.90911597,23.477348,3.3208356,24.810434,-7.933183,37.838387,-1.4248767,32.952705,-12.725342,67.95397,-3.670616,21.31156,-13.443019,29.02403,-0.28318286,25.1749,0.58829933,28.738739,-6.578209,30.027727
aug_speed_Raining Blood.mp3.wav,metal,[161.49902344],0.31578794,0.08962765,0.09605697,0.0045149,2690.712399414067,420339.7027981965,5744.221098164702,1169807.5055581054,0.128084582643219,0.005761573931492945,2614.3680057840324,64098.62895349052,-121.228905,3829.645,73.923775,575.4596,0.24464574,276.72614,33.534958,59.658978,-2.3694208,59.858803,5.868416,96.671745,-6.9319544,34.787426,10.481402,40.24129,-1.5858111,42.515484,3.57675,42.74712,-6.1651583,28.839455,-0.100983925,31.10767,-13.039399,47.42775,-8.375828,34.497765,-11.382385,24.6693,-1.806559,20.080675,-7.8844643,26.549541,-4.286952,21.971788,-6.5253077,36.92425,-2.142593,29.90745
aug_speed_System Of A Down - Toxicity (Official HD Video).mp3.wav,metal,[112.34714674],0.3706869,0.09904153,0.0714384,0.0031527055,2264.5905630358743,625342.5335238014,4503.297769174487,2953725.3418875798,0.11868824678308823,0.0027526284915201215,2147.4718123154053,372878.6075015768,-205.2457,24867.361,83.24013,974.6834,-19.022596,595.21747,32.333645,184.44258,4.9735007,93.89723,11.472022,74.62227,3.270845,81.51325,5.0166388,70.86344,1.9966066,58.168575,0.4226473,60.851234,-0.6730074,50.379074,-1.6230394,119.07916,-8.060169,57.00011,-4.768433,64.046265,-6.475763,109.96418,-0.35958913,42.745155,-9.540436,49.79028,-3.357553,170.13245,1.0343789,91.222115,-3.7045913,51.672703
Death-Pull the Plug (HD).mp3,metal,[151.99908088],0.54916143,0.0699191,0.13786328,0.00084066804,3225.2131309051697,150077.2856686385,6279.137030917424,525390.8873665998,0.17031491873065016,0.0026302771022624666,2712.970389704066,42543.28190548559,-57.9861,1013.72375,38.46211,157.07907,-9.097484,136.49559,49.281548,384.5489,13.288476,205.17767,11.5278425,75.214,11.889164,76.92783,14.371792,64.23104,2.8597715,41.169125,7.995851,33.18508,0.12322937,40.322372,1.7668476,43.447887,-2.7491531,44.50898,3.2748117,34.872936,0.46932065,30.662766,-0.5775045,24.288992,-7.860527,25.157522,0.2369685,22.351076,-0.40691406,25.382786,-0.7528058,19.321333
Domination.mp3,metal,[143.5546875],0.40062633,0.09212929,0.1916889,0.004855618,4010.7045572130673,795500.5058433395,7602.770693752419,1157965.1511217428,0.24808428973974458,0.013095402018958693,2990.3117707846463,52025.7546297363,-16.002497,3212.0437,28.444107,559.3042,8.3057785,414.2119,29.531094,353.01852,5.969778,259.8472,6.0597677,136.10089,1.9407026,248.91138,6.956605,142.48595,2.570405,77.1451,-1.0864998,97.79039,-2.582789,58.360256,3.0419934,70.71984,-6.3325334,59.443237,-0.57871723,44.376244,-6.9316587,40.44534,-2.82994,39.99819,-4.918329,46.95443,-0.5742963,43.954884,-0.7558276,44.01218,2.6381652,54.95835
dystopia.wav,metal,[117.45383523],0.40502718,0.07994839,0.32857838,0.0026845562,2780.259092776925,170068.99977272796,5492.57512048302,751984.8064379024,0.141553565813661,0.001055977757178938,2487.359520277958,79260.0393723482,39.198997,587.1402,67.37423,285.03223,-19.233067,232.13934,39.496407,200.32886,1.9884679,85.763466,16.42474,50.07915,8.02581,83.34615,12.249516,66.47634,5.4544487,61.76476,5.057748,46.787285,2.4189472,36.89755,7.7104053,38.060036,1.4487844,36.111618,2.5894907,31.533318,-3.5825036,39.973335,3.1077523,26.599997,-5.7652907,25.732643,1.8494763,27.588661,-2.2052205,26.85135,-1.7280464,24.635178
Floods (2016 Remaster).mp3,metal,[117.45383523],0.35010472,0.09234802,0.16447555,0.0044318126,2756.047394019542,620412.6860740263,5688.9739328862715,2257991.5470382785,0.13143609108939627,0.003516621194608264,2626.0785210263384,151855.93893829512,-44.413017,3521.798,76.09642,823.0027,-2.8500872,313.83298,32.430866,175.10112,3.3406336,157.99683,10.1529,117.104225,3.2936277,73.62114,6.632424,95.56498,5.5114865,60.728626,0.55583864,86.00791,-2.8506196,52.402847,7.1308413,45.570545,-4.068821,45.19283,-0.8528394,46.18525,-4.7439537,42.784668,2.5404418,59.593792,-6.0054355,42.504284,0.30017382,43.331524,-2.7806182,31.953579,0.30916634,41.058823
IN FLAMES - Ropes (Album Track).mp3,metal,[103.359375],0.38456523,0.09069571,0.2652758,0.005657048,2607.0515091914644,332148.888315768,5353.184296693596,1473284.3138376481,0.11522832817337461,0.0019026872546786466,2564.094393208424,123242.23298353884,0.08544393,1562.8055,77.09817,577.19556,-12.6856785,306.81915,28.274012,164.19405,9.166988,94.138626,9.20646,176.98656,7.755273,97.966774,7.140781,100.137886,-0.86659247,76.66938,8.002282,70.39701,-1.9661713,74.00527,5.313299,45.957973,-0.85612863,53.829792,0.48594132,45.301003,-0.78471524,49.782085,2.0421102,42.52077,-6.428897,46.286453,-0.2492109,35.76984,-3.2880692,41.082985,-2.9784439,75.590034
Insomnium - Mortal Share CandlelightPeaceville Records.mp3,metal,[143.5546875],0.47720572,0.068933375,0.10040413,0.00030018695,2381.550865173426,24882.31985443861,4944.8534324811335,49327.13817150648,0.13253661353521673,0.00035680217615585404,2139.9800567694647,12617.35865917513,-82.64199,641.24536,98.162125,145.02303,-38.50937,138.23367,54.635838,123.77494,-14.728889,74.54574,30.658339,55.17826,-10.12358,38.99122,11.995618,51.272675,10.389931,43.4263,-2.4029226,49.966934,4.1794972,43.48495,0.29299974,38.381115,6.516984,30.911396,-9.647494,38.82337,-4.4923654,28.025862,1.0892295,40.343502,-6.287062,30.59841,3.1689441,36.865025,-3.56532,31.118706,2.3636816,34.33942
